schema_version,sample_id,source_relpath,camera_angle,captured_at_local,capture_date,session_id,sequence_no,split,label,defect_type,width,height,channels,source_sha256,quality_flags,notes
1.0,G04-260201-121000-729,G04-260201-121000-729.bmp,G04,2026-02-01T12:10:00,2026-02-01,G04_2026-02-01,729,train,normal,,1025,1281,1,681efa5858be11849906c8e57fb21de0930efbc2d9bd6a758c15e159b155e9f4,,
1.0,G04-260201-121023-730,G04-260201-121023-730.bmp,G04,2026-02-01T12:10:23,2026-02-01,G04_2026-02-01,730,train,normal,,1025,1281,1,152a0148be4280e67c26e85f053597d0a43b6ff080e657bb9e7835ca5b6e71e8,,
1.0,G04-260201-121029-731,G04-260201-121029-731.bmp,G04,2026-02-01T12:10:29,2026-02-01,G04_2026-02-01,731,train,normal,,1025,1281,1,283cce98d56b7c23f594417b2d494d92f7db852d3ed0dfbb9bebf9c66fa211b7,,
1.0,G04-260201-121053-732,G04-260201-121053-732.bmp,G04,2026-02-01T12:10:53,2026-02-01,G04_2026-02-01,732,train,normal,,1025,1281,1,d73cf3d5c2a1932e1cb1673e274b8f08771ceda21c5ef284d91556b4b37db947,,
1.0,G04-260201-121059-733,G04-260201-121059-733.bmp,G04,2026-02-01T12:10:59,2026-02-01,G04_2026-02-01,733,train,normal,,1025,1281,1,3a2bfab51fab375b4fbc2e8440d9dbb9b8132a95a023bc7a1aab751b4b3fd6b0,,
1.0,G04-260201-121122-734,G04-260201-121122-734.bmp,G04,2026-02-01T12:11:22,2026-02-01,G04_2026-02-01,734,train,normal,,1025,1281,1,f3cd8f491704bd38b36e5ece55dad7ea51bf2370aa9d4ccc1ee8ca09ac63749b,,
1.0,G04-260201-121129-735,G04-260201-121129-735.bmp,G04,2026-02-01T12:11:29,2026-02-01,G04_2026-02-01,735,train,normal,,1025,1281,1,a4263f78d663ae426c425a0dd39a31e02160773fa6415c7e8765521b706d5629,,
1.0,G04-260201-121153-736,G04-260201-121153-736.bmp,G04,2026-02-01T12:11:53,2026-02-01,G04_2026-02-01,736,train,normal,,1025,1281,1,c517182340e730cf81f1b725525a1e906424c533b23269c23da1a60d1eb2d3d5,,
1.0,G04-260201-121200-737,G04-260201-121200-737.bmp,G04,2026-02-01T12:12:00,2026-02-01,G04_2026-02-01,737,train,normal,,1025,1281,1,44a089c0f624d3fcd5cd8195a6983fba5287a094ade7ca3b582c0d670c36ffe7,,
1.0,G04-260201-121225-738,G04-260201-121225-738.bmp,G04,2026-02-01T12:12:25,2026-02-01,G04_2026-02-01,738,train,normal,,1025,1281,1,7cf4981de5eff795a654c308bebbb8d1ba76d0e00bbe40c7c37742d76035f29a,,
1.0,G04-260201-121231-739,G04-260201-121231-739.bmp,G04,2026-02-01T12:12:31,2026-02-01,G04_2026-02-01,739,train,normal,,1025,1281,1,8603e99ba4017bd5f53594661f2265eb2061bc3c3762af948d5c6b52a4c149ed,,
1.0,G04-260201-121255-740,G04-260201-121255-740.bmp,G04,2026-02-01T12:12:55,2026-02-01,G04_2026-02-01,740,train,normal,,1025,1281,1,92883e7a8fbb89875bbb8d1ae8ebaf8e87c7fe321d4cd0a45da75e8c6ff1ba5d,,
1.0,G04-260201-121301-741,G04-260201-121301-741.bmp,G04,2026-02-01T12:13:01,2026-02-01,G04_2026-02-01,741,train,normal,,1025,1281,1,76a01f1ad7ce73be1ee7342863f41255e3d19cdeb2bf1e0b2df327efe7fb0f2d,,
1.0,G04-260201-121324-742,G04-260201-121324-742.bmp,G04,2026-02-01T12:13:24,2026-02-01,G04_2026-02-01,742,train,normal,,1025,1281,1,18e4bbf03dbcd0dfafcff47c91410d173a9d27eee05cd1afbc733a16c34436ea,,
1.0,G04-260201-121330-743,G04-260201-121330-743.bmp,G04,2026-02-01T12:13:30,2026-02-01,G04_2026-02-01,743,train,normal,,1025,1281,1,c71ea4acd05927c78e0778c3a6c2c77f1abca510a8d9f94dbf1022a9185ddfd4,,
1.0,G04-260201-121354-744,G04-260201-121354-744.bmp,G04,2026-02-01T12:13:54,2026-02-01,G04_2026-02-01,744,train,normal,,1025,1281,1,9f2d26c8c99077f8f9bf60f7c4d2489e039b43c6cb0e7bc391d71daf024e06f8,,
1.0,G04-260201-121400-745,G04-260201-121400-745.bmp,G04,2026-02-01T12:14:00,2026-02-01,G04_2026-02-01,745,train,normal,,1025,1281,1,c5662d5e2e3dde9d8891c0459305b9e399c29cddc5240f857c37f6f1fa100ba1,,
1.0,G04-260201-121425-746,G04-260201-121425-746.bmp,G04,2026-02-01T12:14:25,2026-02-01,G04_2026-02-01,746,train,normal,,1025,1281,1,3303a628755426c2c10e676e0e157569010c5d2a90f0d6d7af5823cedb25b020,,
1.0,G04-260201-121431-747,G04-260201-121431-747.bmp,G04,2026-02-01T12:14:31,2026-02-01,G04_2026-02-01,747,train,normal,,1025,1281,1,d02bfabd48931ea348005673ca4028be514376a00b5e4d31ca900f8dc9b5646d,,
1.0,G04-260201-121454-748,G04-260201-121454-748.bmp,G04,2026-02-01T12:14:54,2026-02-01,G04_2026-02-01,748,train,normal,,1025,1281,1,e1637007e62da66385afbbb63c8578e3a1b59ec169737629bf74abd3b6496ee5,,
1.0,G04-260201-121501-749,G04-260201-121501-749.bmp,G04,2026-02-01T12:15:01,2026-02-01,G04_2026-02-01,749,train,normal,,1025,1281,1,68810e8673549696652250d1b10893af581e0bfb1e92930bc0a6c4a8db5ffc0a,,
1.0,G04-260201-121524-750,G04-260201-121524-750.bmp,G04,2026-02-01T12:15:24,2026-02-01,G04_2026-02-01,750,train,normal,,1025,1281,1,3d6aff63512b5234becdf74db1f6f9e80c8714ba50b9159842cf824c50e478d5,,
1.0,G04-260201-121531-751,G04-260201-121531-751.bmp,G04,2026-02-01T12:15:31,2026-02-01,G04_2026-02-01,751,train,normal,,1025,1281,1,78cf41a0334ae58f364a0612b2cb965a973e8ece182007aa860885fbc03a06f6,,
1.0,G04-260201-121556-752,G04-260201-121556-752.bmp,G04,2026-02-01T12:15:56,2026-02-01,G04_2026-02-01,752,train,normal,,1025,1281,1,55478f60d0c2654f5504013e2c1e7e1bd960944a863e12ba2e03c74a91e5398c,,
1.0,G04-260201-121602-753,G04-260201-121602-753.bmp,G04,2026-02-01T12:16:02,2026-02-01,G04_2026-02-01,753,train,normal,,1025,1281,1,7f76f561059e1b169fb1e7adc23cb30b0bffa3e235efb40a90fd8696b9f80ca6,,
1.0,G04-260201-121627-754,G04-260201-121627-754.bmp,G04,2026-02-01T12:16:27,2026-02-01,G04_2026-02-01,754,train,normal,,1025,1281,1,d793bce24186653c6eb637d64bef9176645bca01512ca43d7c8225f5a73c2a37,,
1.0,G04-260201-121633-755,G04-260201-121633-755.bmp,G04,2026-02-01T12:16:33,2026-02-01,G04_2026-02-01,755,train,normal,,1025,1281,1,0701ea9cf357ad11d4c3498abdf9fe0a90e5a3fcb0e7ab6524e6c955e3ddb78a,,
1.0,G04-260201-121655-756,G04-260201-121655-756.bmp,G04,2026-02-01T12:16:55,2026-02-01,G04_2026-02-01,756,train,normal,,1025,1281,1,4cd5e3994c27535c4bc4223992d3960e0993f744eba4399d88b6eaa2efba27c0,,
1.0,G04-260201-121701-757,G04-260201-121701-757.bmp,G04,2026-02-01T12:17:01,2026-02-01,G04_2026-02-01,757,train,normal,,1025,1281,1,11b734240b0eaf4f87c97f339e3d8bf6fbf7a435ccbe19a212c79164ecf4757b,,
1.0,G04-260201-121726-758,G04-260201-121726-758.bmp,G04,2026-02-01T12:17:26,2026-02-01,G04_2026-02-01,758,train,normal,,1025,1281,1,eab7d83c8679afc3dbaec4640c564d9260390b4a850cbe0d82b4b0659e5ef065,,
1.0,G04-260201-121732-759,G04-260201-121732-759.bmp,G04,2026-02-01T12:17:32,2026-02-01,G04_2026-02-01,759,train,normal,,1025,1281,1,580c6bfe6b1274ee36e88f10d0890e1bb4b3d2c850c4b02511f40c469fcc1964,,
1.0,G04-260201-121755-760,G04-260201-121755-760.bmp,G04,2026-02-01T12:17:55,2026-02-01,G04_2026-02-01,760,train,normal,,1025,1281,1,bbfc42dc7e7754bbd7c67362252a8f233396cd989bb1982e1915c5fed7494660,,
1.0,G04-260201-121802-761,G04-260201-121802-761.bmp,G04,2026-02-01T12:18:02,2026-02-01,G04_2026-02-01,761,train,normal,,1025,1281,1,087bb9e868f8fb66cfbc1b86eafd1d4c5f3d1307fd1e818b473a7d071fb9897b,,
1.0,G04-260201-121823-762,G04-260201-121823-762.bmp,G04,2026-02-01T12:18:23,2026-02-01,G04_2026-02-01,762,train,normal,,1025,1281,1,fae430754487d0162bf7ce7dc903cd0b9f4650814ddcad279a03b31367387149,,
1.0,G04-260201-121830-763,G04-260201-121830-763.bmp,G04,2026-02-01T12:18:30,2026-02-01,G04_2026-02-01,763,train,normal,,1025,1281,1,7d726bec264d5255fcaf938ad91d70fd1855540afbee3fe1f06106ad286656df,,
1.0,G04-260201-121857-764,G04-260201-121857-764.bmp,G04,2026-02-01T12:18:57,2026-02-01,G04_2026-02-01,764,train,normal,,1025,1281,1,10ae965d19b52fb6bfbff5f80e64ac3883e42ec29073ecae98f11b8fd6ab91b6,,
1.0,G04-260201-121903-765,G04-260201-121903-765.bmp,G04,2026-02-01T12:19:03,2026-02-01,G04_2026-02-01,765,train,normal,,1025,1281,1,cb1b22e35c03f2ace23956fe1965e9bc369923ec5a4087d14d3de0d0dea0d64b,,
1.0,G04-260201-121926-766,G04-260201-121926-766.bmp,G04,2026-02-01T12:19:26,2026-02-01,G04_2026-02-01,766,train,normal,,1025,1281,1,e864cda2d3114a5a6ada98a9eea353a1e173a73db77473f5cfe691b373200f43,,
1.0,G04-260201-121932-767,G04-260201-121932-767.bmp,G04,2026-02-01T12:19:32,2026-02-01,G04_2026-02-01,767,train,normal,,1025,1281,1,5d517da2ba6f4baae6c66cea8ddbff73e16e3682f96619d660feb72ef438722c,,
1.0,G04-260201-121956-768,G04-260201-121956-768.bmp,G04,2026-02-01T12:19:56,2026-02-01,G04_2026-02-01,768,train,normal,,1025,1281,1,daeca0481a95ba14d4be833781cdef93d02401a7cc77b986465dfe1cc734ec4f,,
1.0,G04-260201-122002-769,G04-260201-122002-769.bmp,G04,2026-02-01T12:20:02,2026-02-01,G04_2026-02-01,769,train,normal,,1025,1281,1,3b19edc998953a20e4bc257a5a3db1d0b3f5df934d00a067d171141df195ed8e,,
1.0,G04-260201-122026-770,G04-260201-122026-770.bmp,G04,2026-02-01T12:20:26,2026-02-01,G04_2026-02-01,770,train,normal,,1025,1281,1,d83c12968d752d007c53b0ab316a9044a50be8d50bec2f80a49ad22f3a225a5d,,
1.0,G04-260201-122033-771,G04-260201-122033-771.bmp,G04,2026-02-01T12:20:33,2026-02-01,G04_2026-02-01,771,train,normal,,1025,1281,1,f018f922091da3f9ebf68acf9a8570f3d909bda525cb1b3b3ac90b40e640bbef,,
1.0,G04-260201-122051-772,G04-260201-122051-772.bmp,G04,2026-02-01T12:20:51,2026-02-01,G04_2026-02-01,772,train,normal,,1025,1281,1,c52046475b58a04a47a05e331af0779a1a2f0cf4877c98a3a13499b160082f83,,
1.0,G04-260201-122131-773,G04-260201-122131-773.bmp,G04,2026-02-01T12:21:31,2026-02-01,G04_2026-02-01,773,train,normal,,1025,1281,1,2502d2756691b7b3c101980db6bf50c8b70f84009f8d06195be84c3b6a811cd4,,
1.0,G04-260201-122137-774,G04-260201-122137-774.bmp,G04,2026-02-01T12:21:37,2026-02-01,G04_2026-02-01,774,train,normal,,1025,1281,1,6d0c8c23cb39175d4ae6a31e4242bbd5691b7b11abfcf2f2ca345a1888eea827,,
1.0,G04-260201-122144-775,G04-260201-122144-775.bmp,G04,2026-02-01T12:21:44,2026-02-01,G04_2026-02-01,775,train,normal,,1025,1281,1,042bd623b0063ecfc8e4fb5a5c13a7fd034fbe7c15d8415380672c099a69a927,,
1.0,G04-260201-122158-776,G04-260201-122158-776.bmp,G04,2026-02-01T12:21:58,2026-02-01,G04_2026-02-01,776,train,normal,,1025,1281,1,b36abcabb870b2f838eed98199e262cd7bc34e3a24f30361ecf57b3224dbe5f5,,
1.0,G04-260201-122204-777,G04-260201-122204-777.bmp,G04,2026-02-01T12:22:04,2026-02-01,G04_2026-02-01,777,train,normal,,1025,1281,1,0260be5c8caff4bb96b219cf5094a1546738c831e36d05ab8976a86248cd77a9,,
1.0,G04-260201-122226-778,G04-260201-122226-778.bmp,G04,2026-02-01T12:22:26,2026-02-01,G04_2026-02-01,778,train,normal,,1025,1281,1,c3c02f10f9667ea8b018ebe059cd2c0a1966b474864044c66e363ae9a7d68645,,
1.0,G04-260201-122233-779,G04-260201-122233-779.bmp,G04,2026-02-01T12:22:33,2026-02-01,G04_2026-02-01,779,train,normal,,1025,1281,1,ffda7732136295f0941fab1bcf022c1faf7066cc90422f274715a95d5c7d6009,,
1.0,G04-260201-122257-780,G04-260201-122257-780.bmp,G04,2026-02-01T12:22:57,2026-02-01,G04_2026-02-01,780,train,normal,,1025,1281,1,d57f30de19df3d7c77f68e2227b27f627ee5c13e374f1c249024b445569e2614,,
1.0,G04-260201-122303-781,G04-260201-122303-781.bmp,G04,2026-02-01T12:23:03,2026-02-01,G04_2026-02-01,781,train,normal,,1025,1281,1,dfc8eb3d372d211a46a171aa93ef260047ae311c607e8c2f795fe559d7e63830,,
1.0,G04-260201-122329-782,G04-260201-122329-782.bmp,G04,2026-02-01T12:23:29,2026-02-01,G04_2026-02-01,782,train,normal,,1025,1281,1,90389c3abb1feb038b9672a333e2626baedc12943f392276ab85d8fefa5b4ead,,
1.0,G04-260201-122336-783,G04-260201-122336-783.bmp,G04,2026-02-01T12:23:36,2026-02-01,G04_2026-02-01,783,train,normal,,1025,1281,1,46dfb0ff5ff0cc0953be8aa260921b86b1d65f4e99f9892902b3c4c0cc82d011,,
1.0,G04-260201-122358-784,G04-260201-122358-784.bmp,G04,2026-02-01T12:23:58,2026-02-01,G04_2026-02-01,784,train,normal,,1025,1281,1,e70e2a9f1d4e607fc6cb4312383381d12e18a5bab3ee73ff2b8d411edab07143,,
1.0,G04-260201-122405-785,G04-260201-122405-785.bmp,G04,2026-02-01T12:24:05,2026-02-01,G04_2026-02-01,785,train,normal,,1025,1281,1,bb3513872b95e91b94704d6faa59c1c946ede05a2fde7811f209ad9501c522a1,,
1.0,G04-260201-122428-786,G04-260201-122428-786.bmp,G04,2026-02-01T12:24:28,2026-02-01,G04_2026-02-01,786,train,normal,,1025,1281,1,92464629ea1015b978e28facd54366dfdc66686a3f34a1e09ec4ca26ae3b70c8,,
1.0,G04-260201-122434-787,G04-260201-122434-787.bmp,G04,2026-02-01T12:24:34,2026-02-01,G04_2026-02-01,787,train,normal,,1025,1281,1,9e2dba2f97a6efede556f40182b4bd2811f46c5d7f7dbcea3375f66fda0ebf00,,
1.0,G04-260201-122459-788,G04-260201-122459-788.bmp,G04,2026-02-01T12:24:59,2026-02-01,G04_2026-02-01,788,train,normal,,1025,1281,1,a5713e53768ceaccd62b4d9a40694d9bff693141c2b4723a851852d49175c49c,,
1.0,G04-260201-122505-789,G04-260201-122505-789.bmp,G04,2026-02-01T12:25:05,2026-02-01,G04_2026-02-01,789,train,normal,,1025,1281,1,dd97a93deeb21da1037630d24b0b67161dd62e0452e6a5255b073b24149b35c4,,
1.0,G04-260201-122535-790,G04-260201-122535-790.bmp,G04,2026-02-01T12:25:35,2026-02-01,G04_2026-02-01,790,train,normal,,1025,1281,1,3dde70a07fccb3866a01f4b1276319ebe0267c877b70f281ba396e19536a6029,,
1.0,G04-260201-122541-791,G04-260201-122541-791.bmp,G04,2026-02-01T12:25:41,2026-02-01,G04_2026-02-01,791,train,normal,,1025,1281,1,e0dece6acb7ca40b15a0536e34cb85c6086af98e3070c483ae29c2ea1b62fa8c,,
